,y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
145,0.7976643486795794,0.08614885044194272,0.0678155297057835,0.007192102996916217,1.4894713286438137,-0.8916136102684071,-1.6542969361513968,-1.0251958461997874,1.5988347834615586,1.1569753292927278,0.22691147523093436
304,-0.43400154564748306,-0.4355304994228166,0.5361745651699658,1.1028939620954232,-0.8707494598265622,-1.1825081345658737,-0.24046957961914606,-0.35879844914683257,0.6245834433593964,-0.2758645027235485,0.8507922480935536
428,-0.5129153302641757,0.9376755600043396,-1.501838331029952,-0.8621876283818426,1.032542385320855,-0.9705046008760418,-1.6717430877546202,0.08756031657840022,1.4558338567672513,-0.9123473220505548,0.5489507013338598
478,-0.6102772018316323,-1.059512818179279,-0.10280029812524626,-1.113280370382864,-0.7490116688302643,0.8130061472025426,-0.6318072121884976,0.3663525829675653,-1.1773676948683325,-0.44424175357533463,-1.2907035652704661
52,1.6747952799303834,-0.808121389922518,1.2822929544400903,-1.5935331584254344,0.5613605018134832,1.6563194869707953,-1.3662508889312934,-0.8468736679499155,-0.26089571652441984,-0.3014935595213295,0.6122898731619197
11,0.5367188736172861,-1.3706769583262446,0.5195156245511552,-0.10941873870638637,1.6802809648128871,1.7655898271000001,-1.1612069692898905,0.487905746865772,-1.5536376609872222,0.025328968358272884,-0.7374035746325717
475,-0.5511265741180805,-1.394740853616292,1.0577255251231583,1.7036619928813186,-1.558603883342744,1.2014350707649903,-0.19211977851991152,-1.6655567527222976,1.6682937264114124,-1.3290375534895984,1.3862880674365308
284,0.04697030523728535,-1.2093205651212893,1.681947282672479,1.204028638929985,0.6734124567970523,-1.1660652891369556,-1.2005818016123702,1.2727502301033444,-0.6819158103006525,0.40267108924229844,0.7066544319972016
573,-0.6828781921255188,-0.8450344170727241,-0.6571179445879044,-0.622834552663381,0.3500608222262025,-0.4564556581216352,-0.6828712971979547,-0.6050929043177069,-0.5326105988928606,-1.0337418045184592,-0.035148727952850845
432,-0.7121734735988193,0.6925466246030825,-0.314604542042413,0.19453375406873086,-1.1148535651966263,-0.8843681472520551,-1.575480132231087,0.5845168543753883,-0.5877338977829508,0.34830857669882415,-1.2998553035265545
48,1.2771075213231993,0.008011204934678504,-0.47644410395278036,1.2833666003967947,1.6935375571834468,-0.008368437584395478,-0.4763469641288864,0.8392971679519026,1.4569230461279052,-0.804722350438985,-0.15432375854967526
276,0.5442184208306021,-0.8193617640901106,-0.31410181974568463,1.5823548767518156,0.29472537554630723,0.8666350862865658,0.546708046079757,-1.6989950518987251,-0.9977459809504151,-0.6472646201880379,0.5620169912865144
159,-0.33692198333610085,0.6256620572449467,-0.6583139871146787,-1.4518578460178775,-1.4325610192991618,-0.23577621885819083,-0.38617763930308896,-0.47994922670432205,0.2846992838067595,0.03445334073466322,1.3191992496283969
123,-2.1693740192689126,-0.975609621292685,-1.1887043821525116,-0.5293096005496695,-1.397764924837777,-0.8283500556995999,-0.588047834946362,-0.6045604972929787,0.4582887090664484,-0.8544752521461216,-0.6342629643044825
228,-0.24490474460774403,-0.7162581046304968,0.38323364411856176,-1.6856786623088837,-1.4908187827637376,-0.11501493245891133,-0.4634566674445462,-1.0382363468490716,-0.3608677612096503,-0.8168029822943227,-0.09633339868582842
453,-0.0308840045775968,-1.1918289360099072,0.14817162668889874,-1.208570447800296,0.4408259639460878,0.21272942731014235,-1.5694928392362733,0.26876994065039395,1.4446821718475336,0.4841254827465017,0.4741871677363862
477,-0.12113277024825422,0.8905605539101806,-0.7007988321742055,1.5669796433810588,-0.7295090366399434,-1.4892186484433807,0.6886518693133967,1.7049231976776722,-0.023180989607042412,0.758517060095835,-0.008247846584978607
61,0.2478925084972592,0.4739706428401454,-0.5519007041083863,0.08108612675218332,-0.14702858386494844,1.5703562364566528,0.5014075584043887,0.1424413815529789,-0.7945084339887939,-0.287341719225708,0.9393502961746444
269,0.9545400986583147,-0.5524267362062465,0.5421872339530762,-1.0266937081645957,0.7368963358091795,0.7244429583404036,-1.079638282133208,-1.6955213147084842,0.04785362881397838,-0.4090006751564524,1.0735244909604784
576,0.9051730552457551,0.5475643748992038,0.40470210617286595,-1.45292912953231,-0.06289829019189197,-1.3387721138112385,1.1525690656676584,-0.051186648902280904,0.36527647552950127,-0.8713527383613007,0.9382330927140171
259,-2.1819784660998476,-1.6491191358828976,-1.227108474254552,0.04045002399529059,-0.8913784159767413,-0.9338696844000923,-1.5549812013471558,-0.4701654549485263,0.9281710383651236,0.0890013820214063,-0.5390996120862971
377,-0.16182885416192644,-0.8642055182797955,0.025687439600779866,-0.4986416758274318,0.26978231945552655,0.6868467230277451,1.3904554560425757,-1.2672223307975876,1.066230953976165,1.1268694213904582,0.8800118065684208
560,-0.0113483849755581,-1.3071518396377655,-0.07618535088442187,1.6479479235474672,-0.20868332699033645,0.8276171759892399,0.9738891612710531,-1.5642382340736307,1.324388859538111,0.4261594965285655,-0.9011907857611813
171,-0.6626583976859753,-0.41706869447885253,1.6751862903701635,0.5498076311753032,-1.298591262056769,-1.653505831516605,-0.30658138459359924,-0.8881486299348375,1.07517282890619,0.7878173685188956,-1.25862427705383
446,-0.5806330310552528,1.559711702945395,-0.8657540607660165,-0.03332010301397748,-0.6542549466402918,-0.5384651819813567,-1.618681199080713,0.9295720171110793,-0.530945560107817,0.8341877573768783,0.39389535340518006
242,1.2277899068839726,0.949047378878782,-0.24019105563858528,-1.111994745884611,1.4649766146800032,-1.6787537741196938,-1.7242850147104694,-1.6315058475724484,0.29598125575983114,0.0007233984017830132,0.3701518590062822
316,1.2539481392952236,1.4158465333079477,0.8244826706915522,-0.7817568573263076,0.404418678408745,1.4499135492080748,-1.415611288710714,-0.9292724924699095,0.7054842253124928,1.5965248966422112,-0.939465737535256
160,-0.3469741194502614,0.15663104004488723,-0.8911914043977973,-0.20827548617114097,0.6334289545790551,-0.5425887830008792,-0.6215515566248317,1.3745137564905168,-0.8025488228368242,-1.5016264908863974,1.60348243719413
233,0.693278277694186,0.45928067129522476,-0.48120147811082303,-0.8539476005144601,0.5389924527878569,0.5607041399766941,0.8947476515664236,-1.2614305623018804,0.3575635018020326,1.119559075643538,-0.30554580756395633
46,-1.261662400517173,-1.6795572731730235,0.6416613301183539,-1.2824869752522836,-1.2469821220563453,0.968650831098581,-1.5058953684361693,1.6265839784831886,0.7286420185637542,-1.6659338559619852,0.37221734680020907
351,-1.0568127846829443,-1.2286662107787338,-0.5617661397550219,1.4186918077783075,-1.3639659445067565,0.6479255161807354,-0.8683450022777846,-1.4048947087228585,-0.02750751646770682,-0.2830304829065136,1.4417096237273914
518,-0.9190815092096903,-0.451791841987524,-1.392025108754983,-0.5803524316320239,0.24651012306459547,-0.022276610560908686,-0.10078442761169276,-1.101529635697838,0.26611184193427345,-1.621001498616548,1.0336680689026683
84,-0.49225151003455714,-0.04382687925645237,-0.3313792374899564,-0.7172783551572386,-0.2054814644905019,-1.1746474875637638,0.6461152173820852,0.6266371971549219,-1.1303139279196344,0.9602946762311136,1.1889786202905306
